id,name_en,name_de,name_es,category,force_type,mechanic,difficulty,equipment,body_part,primary_muscles,secondary_muscles,goals,tags,met,is_unilateral,is_bodyweight,description_en,instructions_en,image_flat_start,image_flat_peak,image_flat_main
deficit-deadlift,Deficit Deadlift,Defizit-Kreuzheben,Peso Muerto en Déficit,strength,pull,compound,advanced,barbell,back,erector_spinae|gluteus_maximus|hamstrings,latissimus_dorsi|quadriceps|trapezius,hypertrophy|strength,shoulder_safe|knee_safe,6.0,False,False,"A deadlift performed standing on a low platform, extending the range of motion to build strength off the floor.",Stand on a small platform with a loaded barbell over your midfoot. | Hinge down and grip the bar just outside your knees. | Drive through your legs to stand up while keeping the bar close. | Lock out your hips and knees at the top. | Lower under control and repeat.,images/flat/deficit-deadlift-start.webp,images/flat/deficit-deadlift-peak.webp,
deficit-push-ups,Deficit Push Ups,Defizit-Push-Ups,Flexiones en Déficit,strength,push,compound,advanced,,chest,pectoralis_major,anterior_deltoid|serratus_anterior|triceps_brachii,hypertrophy|strength,knee_safe|no_axial_load|lower_back_safe|shoulder_safe,5.0,False,True,"A push-up variation with hands on raised supports, lowering the chest below hand level for a greater range of motion.",Place your hands on two elevated surfaces like parallettes or blocks. | Assume a plank position with hands under your shoulders. | Lower your chest below the level of your hands. | Press back up to extend your arms. | Repeat for the desired number of reps.,images/flat/deficit-push-ups-start.webp,images/flat/deficit-push-ups-peak.webp,
diamond-push-ups,Diamond Push Ups,Diamant-Push-Ups,Flexiones en Diamante,strength,push,compound,intermediate,,chest,pectoralis_major|triceps_brachii,anterior_deltoid|serratus_anterior,hypertrophy|strength,knee_safe|no_axial_load|lower_back_safe|shoulder_safe,5.0,False,True,"A close-hand push-up with thumbs and index fingers forming a diamond, shifting the emphasis onto the triceps.",Assume a push-up position with hands close together forming a diamond. | Keep your elbows tucked close to your sides. | Lower your chest toward your hands. | Press back up to extend your arms. | Repeat for the desired number of reps.,images/flat/diamond-push-ups-start.webp,images/flat/diamond-push-ups-peak.webp,
dips,Chest Dips,Chest Dips,Fondos para Pecho,strength,push,compound,intermediate,dip_station,chest,pectoralis_major|triceps_brachii,anterior_deltoid,hypertrophy|strength,push_day|calisthenics|knee_safe|no_axial_load|lower_back_safe,6.0,False,False,A compound bodyweight exercise targeting the lower chest and triceps.,Grip parallel dip bars and lift yourself to the top position with arms locked. | Lean your torso forward slightly. | Lower your body by bending your elbows until shoulders are below elbows. | Press back up to the starting position. | Repeat.,images/flat/dips-start.webp,images/flat/dips-peak.webp,
double-kettlebell-bicep-curl,Double Kettlebell Bicep Curl,Double Kettlebell Bizeps-Curl,Curl de Bíceps con Dos Pesas Rusas,strength,pull,isolation,beginner,kettlebell,upper_arms,biceps_brachii,brachialis|forearm_flexors,hypertrophy,arm_day|pull_day,5.0,False,False,"A standing biceps curl with one kettlebell in each hand, held by the handle. The offset mass at the bottom of the bell adds a mild grip and stability challenge.","Stand holding a kettlebell in each hand by the handle, palms facing forward. | Keep the elbows tucked to the sides and the bells hanging at arm length. | Curl both kettlebells up toward the shoulders by flexing the elbows. | Squeeze the biceps at the top, then lower under control to the starting position. | Repeat for the recommended number of repetitions.",images/flat/double-kettlebell-bicep-curl-start.webp,images/flat/double-kettlebell-bicep-curl-peak.webp,
double-kettlebell-clean,Double Kettlebell Clean,Double Kettlebell Clean,Clean con Dos Pesas Rusas,strength,pull,compound,advanced,kettlebell,shoulders,gluteus_maximus|hamstrings,anterior_deltoid|erector_spinae|forearm_flexors|trapezius,power|strength,,8.0,False,False,"An explosive hip hinge that racks two kettlebells to the shoulders simultaneously, the foundation for double-KB pressing and jerking.","Stand with two kettlebells on the floor between your feet, handles angled slightly inward. | Hinge at the hips, grip the handles, and hike the kettlebells back between the legs. | Explosively extend the hips to drive the kettlebells up along the body. | As they reach chest height, spear your hands through the handles to catch them at the rack position on the shoulders. | Lower back to the hang by hinging at the hips and guiding the bells between the legs. | Repeat for the recommended number of repetitions.",images/flat/double-kettlebell-clean-start.webp,images/flat/double-kettlebell-clean-peak.webp,
double-kettlebell-dead-clean,Double Kettlebell Dead Clean,Double Kettlebell Dead Clean,Dead Clean con Dos Pesas Rusas,olympic,dynamic,compound,intermediate,kettlebell,full_body,gluteus_maximus|hamstrings,erector_spinae|forearm_flexors|quadriceps|trapezius,power|strength,,8.0,False,False,"An explosive kettlebell movement cleaning two bells from the floor to the rack position, with each rep starting from a dead stop.",Set two kettlebells on the floor between your feet. | Hinge down and grip both handles. | Drive explosively through your legs and hips. | Pull the kettlebells up and rotate them to the rack position. | Lower them back to the floor and repeat.,images/flat/double-kettlebell-dead-clean-start.webp,images/flat/double-kettlebell-dead-clean-peak.webp,
double-kettlebell-dead-split-snatch,Double Kettlebell Dead Split Snatch,Double Kettlebell Dead Split Snatch,Dead Split Snatch con Dos Pesas Rusas,olympic,dynamic,compound,intermediate,kettlebell,full_body,anterior_deltoid|gluteus_maximus,erector_spinae|hamstrings|quadriceps|trapezius,power|strength,,8.0,False,False,"An Olympic-style kettlebell lift snatching two bells from the floor to overhead, caught in a split stance.",Set two kettlebells on the floor between your feet. | Hinge down and grip both handles firmly. | Explosively pull the kettlebells overhead in one motion. | Drop into a split stance to catch them at lockout. | Recover by stepping feet back together.,images/flat/double-kettlebell-dead-split-snatch-start.webp,images/flat/double-kettlebell-dead-split-snatch-peak.webp,
double-kettlebell-jerk,Double Kettlebell Jerk,Double Kettlebell Jerk,Jerk con Dos Pesas Rusas,strength,push,compound,advanced,kettlebell,shoulders,anterior_deltoid|quadriceps,gluteus_maximus|trapezius|triceps_brachii,power|strength,,8.0,False,False,"An overhead lift using a double dip-drive to launch two kettlebells from the rack to lockout, the hallmark lift of kettlebell sport.","Start with two kettlebells racked on the shoulders, elbows resting on the hips. | Perform a short dip at the knees, then explosively extend the legs to drive the kettlebells up. | As the bells rise, perform a second dip under them by bending the knees again. | Catch the kettlebells overhead with arms locked out, then stand fully upright. | Lower them back to the rack under control and repeat.",images/flat/double-kettlebell-jerk-start.webp,images/flat/double-kettlebell-jerk-peak.webp,
double-kettlebell-overhead-press,Double Kettlebell Overhead Press,Double Kettlebell Schulterdrücken,Press por Encima de la Cabeza con Dos Pesas Rusas,strength,push,compound,intermediate,kettlebell,shoulders,anterior_deltoid|triceps_brachii,rectus_abdominis|serratus_anterior|trapezius,hypertrophy|strength,knee_safe|lower_back_safe|no_axial_load,6.0,False,False,"A strict overhead press with two kettlebells from the rack position, demanding shoulder strength and a braced core.",Clean two kettlebells to the rack position at your shoulders. | Stand tall with feet hip-width apart. | Press both kettlebells straight overhead. | Lock out your arms at the top. | Lower back to the rack position and repeat.,images/flat/double-kettlebell-overhead-press-start.webp,images/flat/double-kettlebell-overhead-press-peak.webp,
double-kettlebell-push-press,Double Kettlebell Push Press,Double Kettlebell Push Press,Push Press con Dos Pesas Rusas,strength,push,compound,intermediate,kettlebell,shoulders,anterior_deltoid,gluteus_maximus|lateral_deltoid|quadriceps|triceps_brachii,power|strength|hypertrophy,push_day,6.0,False,False,A push press with two kettlebells in the rack. The leg drive (single dip) lets you launch heavier loads overhead than a strict press — the middle tier between strict OHP and full jerk.,"Stand with two kettlebells racked at the shoulders, elbows down and tucked. | Feet shoulder-width, core braced. | Dip the knees slightly while keeping the torso vertical. | Explosively extend the legs and press both bells overhead in one motion. | Lock out with the bells over the mid-foot. | Lower back to the rack under control. | Repeat for the recommended number of repetitions.",images/flat/double-kettlebell-push-press-start.webp,images/flat/double-kettlebell-push-press-peak.webp,
double-kettlebell-row,Double Kettlebell Row,Double Kettlebell Rudern,Remo con Dos Pesas Rusas,strength,pull,compound,intermediate,kettlebell,back,latissimus_dorsi|rhomboids,biceps_brachii|erector_spinae|trapezius,hypertrophy|strength,knee_safe|lower_back_safe|shoulder_safe|no_axial_load,6.0,False,False,"A bent-over rowing exercise pulling two kettlebells to the hips, strengthening the lats and upper back.",Hold a kettlebell in each hand and hinge forward at the hips. | Let your arms hang straight down from your shoulders. | Row both kettlebells to your hips by driving elbows back. | Squeeze your shoulder blades at the top. | Lower under control and repeat.,images/flat/double-kettlebell-row-start.webp,images/flat/double-kettlebell-row-peak.webp,
double-kettlebell-split-jerk,Double Kettlebell Split Jerk,Double Kettlebell Split Jerk,Split Jerk con Dos Pesas Rusas,olympic,dynamic,compound,intermediate,kettlebell,full_body,anterior_deltoid|quadriceps,gluteus_maximus|trapezius|triceps_brachii,power|strength,,8.0,False,False,"An explosive overhead lift driving two kettlebells from the rack to lockout, caught in a split stance.",Clean two kettlebells to the rack position at your shoulders. | Dip slightly by bending your knees. | Drive the kettlebells overhead explosively. | Split your legs to catch them with locked arms. | Recover by stepping feet back together.,images/flat/double-kettlebell-split-jerk-start.webp,images/flat/double-kettlebell-split-jerk-peak.webp,
double-kettlebell-swing-snatch,Double Kettlebell Swing Snatch,Double Kettlebell Swing Snatch,Swing Snatch con Dos Pesas Rusas,olympic,dynamic,compound,intermediate,kettlebell,full_body,gluteus_maximus|hamstrings,anterior_deltoid|erector_spinae|forearm_flexors|trapezius,power|strength,,8.0,False,False,A ballistic kettlebell exercise swinging two bells from between the legs to an overhead lockout in one motion.,Stand with feet shoulder-width apart holding two kettlebells. | Hinge at the hips to swing the bells between your legs. | Explosively drive your hips forward to swing the bells up. | Punch through to catch both kettlebells overhead with locked arms. | Lower under control and repeat.,images/flat/double-kettlebell-swing-snatch-start.webp,images/flat/double-kettlebell-swing-snatch-peak.webp,
drag-curl,Drag Curl,Drag Curl,Drag Curl,strength,pull,isolation,intermediate,barbell,upper_arms,biceps_brachii,brachialis,hypertrophy,pull_day|arm_day,5.0,False,False,"A barbell curl where the elbows travel backward and the bar drags up the torso, eliminating front-delt assistance and emphasizing the long head of the biceps.","Stand holding a barbell with an underhand grip, hands shoulder-width apart. | Start with the bar at the thighs and elbows at the sides. | Curl the bar by sliding (dragging) it straight up along your body. | As the bar rises, let the elbows travel backward so the bar stays in contact with your torso. | Stop when the bar reaches mid-chest; the biceps will be fully shortened. | Lower under control along the same path and repeat.",images/flat/drag-curl-start.webp,images/flat/drag-curl-peak.webp,
dragon-flag,Dragon Flag,Dragon Flag,Dragon Flag,strength,push,compound,advanced,,core,rectus_abdominis,erector_spinae|hip_flexors|obliques|transverse_abdominis,hypertrophy|strength,knee_safe|shoulder_safe|no_axial_load|lower_back_safe,5.0,False,True,"A demanding core hold performed on a bench: gripping behind your head, you raise your entire body into a rigid straight line supported only by your upper back.",Lie on a bench and grip it firmly behind your head. | Raise your body up so only your upper back stays on the bench. | Keep your body rigid in a straight line. | Lower your body under control until nearly horizontal. | Raise back up and repeat.,images/flat/dragon-flag-start.webp,images/flat/dragon-flag-peak.webp,
dumbbell-bench-pull,Dumbbell Bench Pull,Kurzhantel Bench Pull,Remo en Banco con Mancuernas,strength,pull,compound,intermediate,dumbbell,back,latissimus_dorsi|rhomboids,biceps_brachii|posterior_deltoid,hypertrophy,pull_day|knee_safe|no_axial_load|lower_back_safe|shoulder_safe,6.0,False,False,A prone rowing movement on a bench for strict upper back work.,"Lie face down on an incline bench holding dumbbells. | Let your arms hang straight down. | Pull the dumbbells up toward your chest, squeezing your shoulder blades. | Lower with control. | Repeat.",images/flat/dumbbell-bench-pull-start.webp,images/flat/dumbbell-bench-pull-peak.webp,
